TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,154,0.3,2,107,1707,285890,1773521590445,0.9423076923076923,11111111111111111111110111111111111110111111111111111111111011111111111111111111111011110111111111111111111111111111111111110111110111111111111111111111111111111111111111111110011111111111111111110111111110010011111110111111111111111111111111111111111111111111,0.8342541436464088,1111111111111111111111111111111111111111111111111011110001010111101111011111111111111100011101111110101111001101111111101111011011000111111011011101111111111110111111001101111111111,1.0,11111111111111111111111111111111111111111111111111,8,1,41,5,0.8928571428571429,1111111111111110110001111111111111101111111111111111111111111111111111111111111111111101111111111111111111111111111110111100111111111111111111111111111111110100001111111111111111111011111110011111111111111111111111000000000000000000011111111111111111111111111111111111111111111111101111111101011111111010111111111111111111111111100100011111111111111111111111111111111111111111111111011111111111111101111111111111111111111111111111111111111111111110100111000001111111111111111111111111111111111111111111111111110111111111111111111111,0.7636363636363637,1111101101111111101101110101101101101111011001110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.7955801104972375,1111111111111111111111111111111111111111111111111101001011001111101111011111111111111100011011111111001011101011111111111010111010001111111110011011111111111010110000000001111111111
